Gene,GO,UniProt
CDH17,GO:0050839,Q12864
CDH17,GO:0045296,Q12864
CDH2,GO:0050839,P19022
CDH2,GO:0045296,P19022
CDH2,GO:0019903,P19022
CDH5,GO:0050839,P33151
CDH5,GO:0045296,P33151
CDH5,GO:0019903,P33151
CDK1,GO:0035173,P06493
CDK11B,GO:0003723,P21127
CDK13,GO:0003723,Q14004
CDK2,GO:0035173,P24941
CDK5,GO:0031072,Q00535
CDK5,GO:0002039,Q00535
CDK5,GO:0048156,Q00535
CDK5,GO:0051879,Q00535
CDK5,GO:0046875,Q00535
CDK5RAP1,GO:0051539,Q96SZ6
CDK5RAP2,GO:0043015,Q96SN8
CDK5RAP3,GO:0044389,Q96JB5
CDK5RAP3,GO:0051059,Q96JB5
CDK9,GO:0003723,P50750
CDK9,GO:0017069,P50750
CDKAL1,GO:0051539,Q5VV42
CDKL5,GO:0031267,O76039
CDKN1A,GO:0044389,P38936
CDKN1A,GO:0031625,P38936
CDKN1B,GO:0019903,P46527
CDKN1B,GO:0051087,P46527
CDKN2A,GO:0003723,P42771
CDKN2A,GO:0051059,P42771
CDT1,GO:0070182,Q9H211
CDYL,GO:0060090,Q9Y232
CDYL,GO:0030674,Q9Y232
CEACAM1,GO:0019903,P13688
CEBPB,GO:0044389,P17676
CEBPB,GO:0001047,P17676
CEBPB,GO:0001046,P17676
CEBPZ,GO:0003723,Q03701
CELF1,GO:0003723,Q92879
CELF1,GO:0003729,Q92879
CELF1,GO:0036002,Q92879
CENPF,GO:0008022,P49454
CENPJ,GO:0043015,Q9HC77
CEP120,GO:0008022,Q8N960
CEP135,GO:0008022,Q66GS9
CEP250,GO:0008022,Q9BV73
CEP57,GO:0043015,Q86XR8
CEP57L1,GO:0043015,E5RFY4
CEP70,GO:0043015,Q8NHQ1
CFLAR,GO:0002020,O15519
CFTR,GO:0051087,P13569
CGN,GO:0050839,Q9P2M7
CGN,GO:0045296,Q9P2M7
CHAF1A,GO:0051082,Q13111
CHAF1B,GO:0051082,Q13112
CHCHD1,GO:0003723,Q96BP2
CHCHD3,GO:0060090,Q9NX63
CHD1,GO:0004386,O14646
CHD1,GO:0003678,O14646
CHD1L,GO:0004386,Q86WJ1
CHD1L,GO:0003678,Q86WJ1
CHD2,GO:0003723,O14647
CHD2,GO:0004386,O14647
CHD2,GO:0003678,O14647
CHD3,GO:0003723,Q12873
CHD3,GO:0004386,Q12873
CHD3,GO:0003678,Q12873
CHD3,GO:0008094,Q12873
CHD4,GO:0004386,Q14839
CHD4,GO:0003678,Q14839
CHD5,GO:0004386,Q8TDI0
CHD5,GO:0003678,Q8TDI0
CHD6,GO:0004386,Q8TD26
CHD6,GO:0003678,Q8TD26
CHD6,GO:0008094,Q8TD26
CHD8,GO:0004386,Q9HCK8
CHD8,GO:0003678,Q9HCK8
CHD8,GO:0008094,Q9HCK8
CHD8,GO:0002039,Q9HCK8
CHD9,GO:0004386,Q8N4Q2
CHD9,GO:0003678,Q8N4Q2
CHEK1,GO:0035173,O14757
CHEK2,GO:0044389,O96017
CHEK2,GO:0031625,O96017
CHERP,GO:0003723,Q8IWX8
CHMP3,GO:0002020,Q9Y3E7
CHMP3,GO:1990381,Q9Y3E7
CHMP5,GO:0050839,Q9NZZ3
CHMP5,GO:0045296,Q9NZZ3
CHN1,GO:0046875,P15882
CHORDC1,GO:0031072,Q9UHD1
CHORDC1,GO:0051879,Q9UHD1
CHORDC1,GO:0043531,Q9UHD1
CHTF8,GO:0004386,P0CG13
CHTF8,GO:0003678,P0CG13
CHTF8,GO:0008094,P0CG13
CHTOP,GO:0003723,Q9Y3Y2
CIAPIN1,GO:0051539,Q6FI81
CIRBP,GO:0003723,Q14011
CIRBP,GO:0003729,Q14011
CIRBP,GO:0019843,Q14011
CITED1,GO:0008022,Q99966
CITED1,GO:0046332,Q99966
CKAP4,GO:0003723,Q6NWZ1
CKAP5,GO:0050839,Q14008
CKAP5,GO:0045296,Q14008
CKAP5,GO:0043021,Q14008
CKB,GO:0044389,P12277
CKB,GO:0031625,P12277
CKS1B,GO:0032182,P61024
CKS1B,GO:0043130,P61024
CLDN7,GO:0050839,O95471
CLGN,GO:0051082,O14967
CLGN,GO:0044183,O14967
CLIC1,GO:0050839,O00299
CLIC1,GO:0045296,O00299
CLK1,GO:0004713,P49759
CLK1,GO:0004715,P49759
CLK1,GO:0004712,P49759
CLK2,GO:0004713,P49760
CLK2,GO:0004712,P49760
CLK3,GO:0003723,P49761
CLK3,GO:0004713,P49761
CLK3,GO:0004712,P49761
CLK4,GO:0004713,Q9HAZ1
CLK4,GO:0004712,Q9HAZ1
CLNS1A,GO:0003723,P54105
CLPX,GO:0051082,O76031
CLPX,GO:0016504,O76031
CLSTN1,GO:0019894,O94985
CLTC,GO:0003723,A0A087WVQ6
CLTC,GO:0002020,A0A087WVQ6
CLTC,GO:0003725,A0A087WVQ6
CLTC,GO:0097718,A0A087WVQ6
CLTC,GO:0070325,A0A087WVQ6
CLTC,GO:0050750,A0A087WVQ6
CLTC,GO:1990381,A0A087WVQ6
CLU,GO:0044389,P10909
CLU,GO:0031625,P10909
CLU,GO:0051082,P10909
CLU,GO:0051087,P10909
CLU,GO:0048156,P10909
CLU,GO:0051787,P10909
CLU,GO:0070325,P10909
CLU,GO:0050750,P10909
CLUH,GO:0003723,O75153
CLUH,GO:0003729,O75153
CMSS1,GO:0003723,Q9BQ75
CNBP,GO:0003723,P62633
CNBP,GO:0003729,P62633
CNBP,GO:0003697,P62633
CNBP,GO:0003727,P62633
CNKSR1,GO:0060090,Q969H4
CNKSR1,GO:0030674,Q969H4
CNN2,GO:0050839,Q99439
CNN2,GO:0045296,Q99439
CNN3,GO:0050839,Q15417
CNN3,GO:0045296,Q15417
CNN3,GO:0098641,Q15417
CNOT1,GO:0003723,A5YKK6
CNOT1,GO:0060090,A5YKK6
CNOT2,GO:0001224,Q9NZN8
CNOT6,GO:0003723,Q9ULM6
CNOT6,GO:0030374,Q9ULM6
CNOT7,GO:0003723,Q9UIV1
CNOT8,GO:0003723,Q9UFF9
CNP,GO:0003723,P09543
CNTLN,GO:0060090,Q9NXG0
CNTLN,GO:0030674,Q9NXG0
COA6,GO:0003723,Q5JTJ3
COBLL1,GO:0050839,Q53SF7
COBLL1,GO:0045296,Q53SF7
COIL,GO:0003723,P38432
COIL,GO:0008022,P38432
COIL,GO:0017069,P38432
COL11A1,GO:0060090,C9JMN2
COL11A1,GO:0030674,C9JMN2
COL11A2,GO:0060090,A0A0G2JHD9
COL11A2,GO:0030674,A0A0G2JHD9
COL14A1,GO:0003723,Q05707
COL14A1,GO:0060090,Q05707
COL14A1,GO:0030674,Q05707
COL16A1,GO:0050839,Q07092
COL1A1,GO:0002020,P02452
COL1A2,GO:0060090,P08123
COL1A2,GO:0030674,P08123
COL1A2,GO:0002020,P08123
COL1A2,GO:0046332,P08123
COL5A1,GO:0050839,P20908
COMMD1,GO:0005547,Q8N668
COMMD6,GO:0051059,Q7Z4G1
COPS5,GO:0003723,Q92905
COPS5,GO:0008135,Q92905
COPS5,GO:0003743,Q92905
CORO1B,GO:0050839,Q9BR76
CORO1B,GO:0045296,Q9BR76
CORO2B,GO:0017166,Q9UQ03
COX15,GO:0060090,Q7KZN9
CP,GO:0051087,E9PFZ2
CPEB4,GO:0003723,Q17RY0
CPEB4,GO:0003729,Q17RY0
CPEB4,GO:0043021,Q17RY0
CPEB4,GO:0008135,Q17RY0
CPEB4,GO:0043022,Q17RY0
CPNE1,GO:0051059,E7EV27
CPNE3,GO:0003723,O75131
CPNE3,GO:0030971,O75131
CPSF1,GO:0003723,D3DWL9
CPSF1,GO:0003729,D3DWL9
CPSF2,GO:0003723,Q9P2I0
CPSF3,GO:0003723,Q9UKF6
CPSF4,GO:0003723,O95639
CPSF6,GO:0003723,Q16630
CPSF6,GO:0003729,Q16630
CPSF6,GO:0043021,Q16630
CPSF7,GO:0003723,Q8N684
CRADD,GO:0060090,P78560
CRADD,GO:0030674,P78560
CRADD,GO:0002020,P78560
CREB1,GO:0031072,P16220
CREB1,GO:0001224,P16220
CREB3L1,GO:0046332,Q96BA8
CREBBP,GO:0003684,Q92793
CREBBP,GO:0002039,Q92793
CREBBP,GO:0043425,Q92793
CRIM1,GO:0004713,Q9NZV1
CRK,GO:0044389,P46108
CRK,GO:0031625,P46108
CRK,GO:0060090,P46108
CRK,GO:0051219,P46108
CRK,GO:0045309,P46108
CRK,GO:0001784,P46108
CRK,GO:0035591,P46108
CRK,GO:0032947,P46108
CRK,GO:0030159,P46108
CRK,GO:0046875,P46108
CRKL,GO:0003723,P46109
CRKL,GO:0050839,P46109
CRKL,GO:0045296,P46109
CRKL,GO:0051219,P46109
CRKL,GO:0045309,P46109
CRKL,GO:0001784,P46109
CRYAA,GO:0051082,P02489
CRYAB,GO:0051082,P02511
CRYZ,GO:0003723,Q08257
CRYZ,GO:0003729,Q08257
CS,GO:0003723,O75390
CSDE1,GO:0003723,O75534
CSE1L,GO:0140104,P55060
CSE1L,GO:0140142,P55060
CSF1R,GO:0019903,P07333
CSF1R,GO:0004713,P07333
CSK,GO:0008022,P41240
CSK,GO:0019903,P41240
CSK,GO:0004713,P41240
CSK,GO:0004715,P41240
CSK,GO:0070064,P41240
CSNK1E,GO:0003723,P49674
CSNK2A1,GO:0031072,P68400
CSNK2A1,GO:0047485,P68400
CSNK2A1,GO:0051879,P68400
CSNK2A2,GO:0047485,P19784
CSRP1,GO:0003723,E9PS42
CSTA,GO:0002020,P01040
CSTF2T,GO:0003723,Q9H0L4
CSTF2T,GO:0003729,Q9H0L4
CTBP1,GO:0008022,Q13363
CTBP1,GO:0001224,Q13363
CTBP2,GO:0001224,P56545
CTDP1,GO:0001098,Q9Y5B0
CTDP1,GO:0001099,Q9Y5B0
CTDP1,GO:0001091,Q9Y5B0
CTNNA1,GO:0003723,P35221
CTNNA1,GO:0050839,P35221
CTNNA1,GO:0045296,P35221
CTNNA1,GO:0017166,P35221
CTNNA2,GO:0050839,P26232
CTNNA2,GO:0045296,P26232
CTNNA3,GO:0050839,Q9UI47
CTNNA3,GO:0045296,Q9UI47
CTNNB1,GO:0050839,A0A2R8Y804
CTNNB1,GO:0045296,A0A2R8Y804
CTNNB1,GO:0008022,A0A2R8Y804
CTNNB1,GO:0019903,A0A2R8Y804
CTNNB1,GO:0046332,A0A2R8Y804
CTNNB1,GO:0070411,A0A2R8Y804
CTNND1,GO:0050839,O60716
CTNND1,GO:0045296,O60716
CTR9,GO:0001098,Q6PD62
CTR9,GO:0001099,Q6PD62
CTR9,GO:0070063,Q6PD62
CTR9,GO:0000993,Q6PD62
CTSC,GO:0051087,P53634
CTSC,GO:0016504,P53634
CTTN,GO:0050839,Q14247
CTTN,GO:0045296,Q14247
CTTNBP2NL,GO:0019903,Q9P2B4
CTU1,GO:0003723,Q7Z7A3
CUEDC1,GO:0032182,Q9NWM3
CUEDC1,GO:0043130,Q9NWM3
CUL1,GO:0044389,Q75MQ1
CUL1,GO:0031625,Q75MQ1
CUL2,GO:0044389,Q13617
CUL2,GO:0031625,Q13617
CUL3,GO:0044389,H7C1L6
CUL3,GO:0031625,H7C1L6
CUL4A,GO:0044389,Q13619
CUL4A,GO:0031625,Q13619
CUL4B,GO:0044389,Q13620
CUL4B,GO:0031625,Q13620
CUL4B,GO:0003684,Q13620
CUL5,GO:0044389,Q93034
CUL5,GO:0031625,Q93034
CUL7,GO:0044389,Q14999
CUL7,GO:0031625,Q14999
CUX1,GO:0060090,P39880
CUX1,GO:0030674,P39880
CWC15,GO:0003723,Q9P013
CXADR,GO:0050839,P78310
CXCL12,GO:0050839,P48061
CXCR4,GO:0044389,P61073
CXCR4,GO:0031625,P61073
CXCR4,GO:0032182,P61073
CXCR4,GO:0043130,P61073
CYB5R3,GO:0043531,P00387
CYFIP1,GO:0003723,Q7L576
CYFIP1,GO:0031267,Q7L576
CYGB,GO:0140104,Q8WWM9
CYLD,GO:0070064,Q9NQC7
DAB2,GO:0060090,P98082
DAB2,GO:0008022,P98082
DAB2,GO:0030674,P98082
DAB2,GO:0046332,P98082
DAG1,GO:0017166,Q14118
DALRD3,GO:0004812,Q5D0E6
DALRD3,GO:0016875,Q5D0E6
DAP3,GO:0003723,P51398
DAP3,GO:0003735,P51398
DAPP1,GO:0005547,Q9UN19
DARS2,GO:0003723,Q6PI48
DARS2,GO:0004812,Q6PI48
DARS2,GO:0016875,Q6PI48
DAXX,GO:0044389,Q9UER7
DAXX,GO:0031625,Q9UER7
DAXX,GO:0031072,Q9UER7
DAXX,GO:0047485,Q9UER7
DAXX,GO:0002039,Q9UER7
DAZAP2,GO:0030971,Q15038
DBNL,GO:0050839,Q9UJU6
DBNL,GO:0045296,Q9UJU6
DBNL,GO:0008022,Q9UJU6
DCAF6,GO:0030374,Q58WW2
DCAF7,GO:0060090,P61962
DCAF7,GO:0030674,P61962
DCD,GO:0003723,P81605
DCLRE1B,GO:0003684,Q9H816
DCP1A,GO:0003723,Q9NPI6
DCP1A,GO:0003729,Q9NPI6
DCP1A,GO:0019894,Q9NPI6
DCP1B,GO:0003723,Q8IZD4
DCP1B,GO:0003729,Q8IZD4
DCP2,GO:0003723,Q8IU60
DCTN1,GO:0048156,Q14203
DCUN1D1,GO:0032182,Q96GG9
DCUN1D1,GO:0097602,Q96GG9
DCUN1D2,GO:0032182,A0A0C4DFQ9
DCUN1D2,GO:0097602,A0A0C4DFQ9
DCUN1D4,GO:0032182,Q92564
DCUN1D4,GO:0097602,Q92564
DCUN1D5,GO:0032182,Q9BTE7
DCUN1D5,GO:0097602,Q9BTE7
DDB1,GO:0060090,Q16531
DDB1,GO:0030674,Q16531
DDB1,GO:0003684,Q16531
DDB1,GO:0097602,Q16531
DDIT4,GO:0071889,Q9NX09
DDR1,GO:0004713,Q08345
DDR2,GO:0004713,Q16832
DDX1,GO:0003723,A0A087X2G1
DDX1,GO:0004386,A0A087X2G1
DDX1,GO:0003724,A0A087X2G1
DDX1,GO:0003727,A0A087X2G1
DDX1,GO:0070717,A0A087X2G1
DDX1,GO:0008143,A0A087X2G1
DDX10,GO:0003723,Q13206
DDX10,GO:0004386,Q13206
DDX10,GO:0003724,Q13206
DDX11,GO:0003723,Q96FC9
DDX11,GO:0004386,Q96FC9
DDX11,GO:0003697,Q96FC9
DDX11,GO:0003727,Q96FC9
DDX11,GO:0003678,Q96FC9
DDX11,GO:0008094,Q96FC9
DDX11,GO:0051539,Q96FC9
DDX11,GO:0003688,Q96FC9
DDX11L8,GO:0003723,A8MPP1
DDX11L8,GO:0004386,A8MPP1
DDX11L8,GO:0003724,A8MPP1
DDX11L8,GO:0003678,A8MPP1
DDX12P,GO:0003723,Q92771
DDX12P,GO:0004386,Q92771
DDX12P,GO:0003724,Q92771
DDX12P,GO:0003678,Q92771
DDX17,GO:0003723,Q92841
DDX17,GO:0004386,Q92841
DDX17,GO:0003724,Q92841
DDX18,GO:0003723,Q9NVP1
DDX18,GO:0004386,Q9NVP1
DDX18,GO:0003724,Q9NVP1
DDX19A,GO:0003723,I3L0H8
DDX19A,GO:0004386,I3L0H8
DDX19A,GO:0003724,I3L0H8
DDX19B,GO:0003723,Q9UMR2
DDX19B,GO:0004386,Q9UMR2
DDX19B,GO:0003724,Q9UMR2
DDX20,GO:0003723,Q9UHI6
DDX20,GO:0004386,Q9UHI6
DDX20,GO:0003724,Q9UHI6
DDX21,GO:0003723,Q9NR30
DDX21,GO:0004386,Q9NR30
DDX21,GO:0003725,Q9NR30
DDX21,GO:0003724,Q9NR30
DDX21,GO:0019843,Q9NR30
DDX21,GO:0017069,Q9NR30
DDX21,GO:0030515,Q9NR30
DDX21,GO:0061980,Q9NR30
DDX21,GO:0035198,Q9NR30
DDX23,GO:0003723,Q9BUQ8
DDX23,GO:0004386,Q9BUQ8
DDX23,GO:0003724,Q9BUQ8
DDX24,GO:0003723,Q9GZR7
DDX24,GO:0004386,Q9GZR7
DDX24,GO:0003724,Q9GZR7
DDX25,GO:0003723,Q9UHL0
DDX25,GO:0004386,Q9UHL0
DDX25,GO:0003724,Q9UHL0
DDX27,GO:0003723,B3GQE6
DDX27,GO:0004386,B3GQE6
DDX27,GO:0003724,B3GQE6
DDX28,GO:0003723,Q9NUL7
DDX28,GO:0004386,Q9NUL7
DDX28,GO:0003724,Q9NUL7
DDX28,GO:0019843,Q9NUL7
DDX31,GO:0003723,Q9H8H2
DDX31,GO:0004386,Q9H8H2
DDX31,GO:0003724,Q9H8H2
DDX39A,GO:0003723,O00148
DDX39A,GO:0004386,O00148
DDX39A,GO:0003724,O00148
DDX39B,GO:0003723,Q13838
DDX39B,GO:0004386,Q13838
DDX39B,GO:0003724,Q13838
DDX39B,GO:0017069,Q13838
DDX39B,GO:0017070,Q13838
DDX3X,GO:0003723,O00571
DDX3X,GO:0050839,O00571
DDX3X,GO:0045296,O00571
DDX3X,GO:0003729,O00571
DDX3X,GO:0004386,O00571
DDX3X,GO:0043021,O00571
DDX3X,GO:0003725,O00571
DDX3X,GO:0003724,O00571
DDX3X,GO:0003727,O00571
DDX3X,GO:0003678,O00571
DDX3X,GO:0048027,O00571
DDX3X,GO:0031369,O00571
DDX3X,GO:0043015,O00571
DDX3X,GO:0070717,O00571
DDX3X,GO:0008143,O00571
DDX3X,GO:0043024,O00571
DDX3Y,GO:0003723,O15523
DDX3Y,GO:0004386,O15523
DDX3Y,GO:0003724,O15523
DDX41,GO:0003723,Q9UJV9
DDX41,GO:0004386,Q9UJV9
DDX41,GO:0003724,Q9UJV9
DDX42,GO:0003723,Q86XP3
DDX42,GO:0004386,Q86XP3
DDX42,GO:0003724,Q86XP3
DDX46,GO:0003723,Q7L014
DDX46,GO:0004386,Q7L014
DDX46,GO:0003724,Q7L014
DDX47,GO:0003723,Q9H0S4
DDX47,GO:0004386,Q9H0S4
DDX47,GO:0003724,Q9H0S4
DDX49,GO:0003723,Q9Y6V7
DDX49,GO:0004386,Q9Y6V7
DDX49,GO:0003724,Q9Y6V7
DDX5,GO:0003723,B5BUE6
DDX5,GO:0003729,B5BUE6
DDX5,GO:0004386,B5BUE6
DDX5,GO:0043021,B5BUE6
DDX5,GO:0003724,B5BUE6
DDX5,GO:0046332,B5BUE6
DDX5,GO:0036002,B5BUE6
DDX50,GO:0003723,Q9BQ39
DDX50,GO:0004386,Q9BQ39
DDX50,GO:0003724,Q9BQ39
DDX54,GO:0003723,Q8TDD1
DDX54,GO:0004386,Q8TDD1
DDX54,GO:0003724,Q8TDD1
DDX55,GO:0003723,Q8NHQ9
DDX55,GO:0004386,Q8NHQ9
DDX55,GO:0003724,Q8NHQ9
DDX56,GO:0003723,Q9NY93
DDX56,GO:0004386,Q9NY93
DDX56,GO:0003724,Q9NY93
DDX58,GO:0003723,O95786
DDX58,GO:0044389,O95786
DDX58,GO:0031625,O95786
DDX58,GO:0004386,O95786
DDX58,GO:0003725,O95786
DDX58,GO:0003724,O95786
DDX58,GO:0003727,O95786
DDX6,GO:0003723,P26196
DDX6,GO:0050839,P26196
DDX6,GO:0045296,P26196
DDX6,GO:0003729,P26196
DDX6,GO:0004386,P26196
DDX6,GO:0003724,P26196
DEK,GO:0003723,P35659
DENR,GO:0003723,O43583
DENR,GO:0003729,O43583
DENR,GO:0008135,O43583
DENR,GO:0003743,O43583
DERL1,GO:0044389,Q9BUN8
DERL1,GO:0031625,Q9BUN8
DERL1,GO:0043021,Q9BUN8
DERL1,GO:0002020,Q9BUN8
DERL1,GO:0051787,Q9BUN8
DERL1,GO:1990381,Q9BUN8
DERL2,GO:0043021,Q9GZP9
DERL2,GO:0002020,Q9GZP9
DERL2,GO:0051787,Q9GZP9
DERL2,GO:1990381,Q9GZP9
DERL3,GO:0043021,Q96Q80
DERL3,GO:0002020,Q96Q80
DERL3,GO:0051787,Q96Q80
DERL3,GO:1990381,Q96Q80
DFFA,GO:0044183,O00273
DHFR,GO:0003723,P00374
DHFR,GO:0003729,P00374
DHX15,GO:0003723,O43143
DHX15,GO:0004386,O43143
DHX15,GO:0003725,O43143
DHX15,GO:0003724,O43143
DHX29,GO:0003723,Q7Z478
DHX29,GO:0050839,Q7Z478
DHX29,GO:0045296,Q7Z478
DHX29,GO:0004386,Q7Z478
DHX29,GO:0043021,Q7Z478
DHX29,GO:0008135,Q7Z478
DHX29,GO:0003724,Q7Z478
DHX29,GO:0003743,Q7Z478
DHX29,GO:0043024,Q7Z478
DHX30,GO:0003723,Q7L2E3
DHX30,GO:0004386,Q7L2E3
DHX30,GO:0003725,Q7L2E3
DHX30,GO:0003724,Q7L2E3
DHX32,GO:0003723,Q7L7V1
DHX32,GO:0004386,Q7L7V1
DHX32,GO:0003724,Q7L7V1
DHX33,GO:0003723,Q9H6R0
DHX33,GO:0003729,Q9H6R0
DHX33,GO:0004386,Q9H6R0
DHX33,GO:0043021,Q9H6R0
DHX33,GO:0003725,Q9H6R0
DHX33,GO:0003724,Q9H6R0
DHX34,GO:0003723,Q14147
DHX34,GO:0004386,Q14147
DHX34,GO:0003724,Q14147
DHX36,GO:0003723,Q9H2U1
DHX36,GO:0003729,Q9H2U1
DHX36,GO:0004386,Q9H2U1
DHX36,GO:0003697,Q9H2U1
DHX36,GO:0003725,Q9H2U1
DHX36,GO:0003724,Q9H2U1
DHX36,GO:0003678,Q9H2U1
DHX36,GO:0008094,Q9H2U1
DHX36,GO:0048027,Q9H2U1
DHX37,GO:0003723,Q8IY37
DHX37,GO:0004386,Q8IY37
DHX37,GO:0003724,Q8IY37
DHX37,GO:0030515,Q8IY37
DHX38,GO:0003723,Q92620
DHX38,GO:0004386,Q92620
DHX38,GO:0003724,Q92620
DHX40,GO:0003723,Q8IX18
DHX40,GO:0004386,Q8IX18
DHX40,GO:0003724,Q8IX18
DHX57,GO:0003723,Q6P158
DHX57,GO:0004386,Q6P158
DHX57,GO:0003724,Q6P158
DHX8,GO:0003723,Q14562
DHX8,GO:0004386,Q14562
DHX8,GO:0003724,Q14562
DHX9,GO:0003723,Q08211
DHX9,GO:0003729,Q08211
DHX9,GO:0004386,Q08211
DHX9,GO:0043021,Q08211
DHX9,GO:0003697,Q08211
DHX9,GO:0003725,Q08211
DHX9,GO:0003724,Q08211
DHX9,GO:0003727,Q08211
DHX9,GO:0003678,Q08211
DHX9,GO:0008094,Q08211
DHX9,GO:0001098,Q08211
DHX9,GO:0001099,Q08211
DHX9,GO:0070063,Q08211
DHX9,GO:0061980,Q08211
DHX9,GO:0000993,Q08211
DHX9,GO:0003688,Q08211
DIAPH1,GO:0003723,O60610
DIAPH3,GO:0050839,Q9NSV4
DIAPH3,GO:0045296,Q9NSV4
DICER1,GO:0003723,Q9UPY3
DICER1,GO:0004386,Q9UPY3
DICER1,GO:0003725,Q9UPY3
DICER1,GO:0061980,Q9UPY3
DICER1,GO:0016891,Q9UPY3
DIDO1,GO:0003723,Q9BTC0
DIMT1,GO:0003723,Q9UNQ2
DIS3,GO:0003723,Q9Y2L1
DIS3L,GO:0003723,Q8TF46
DKC1,GO:0003723,O60832
DKC1,GO:0030515,O60832
DKK1,GO:0070325,O94907
DKK1,GO:0050750,O94907
DLG1,GO:0050839,Q12959
DLG1,GO:0045296,Q12959
DLG1,GO:0060090,Q12959
DLG1,GO:0008022,Q12959
DLG4,GO:0008022,O14909
DLG4,GO:0019903,O14909
DLG5,GO:0032947,Q8TDM6
DLG5,GO:0030159,Q8TDM6
DLGAP1,GO:0060090,O14490
DLGAP4,GO:0060090,Q9Y2H0
DLX2,GO:0003723,Q07687
DLX2,GO:0003727,Q07687
DMD,GO:0017166,A0A0S2Z3M6
DMGDH,GO:0003723,Q9UI17
DNA2,GO:0003723,P51530
DNA2,GO:0004386,P51530
DNA2,GO:0003678,P51530
DNA2,GO:0008094,P51530
DNA2,GO:0051539,P51530
DNAJA1,GO:0044389,P31689
DNAJA1,GO:0031625,P31689
DNAJA1,GO:0051082,P31689
DNAJA1,GO:0031072,P31689
DNAJA1,GO:0051087,P31689
DNAJA1,GO:0060590,P31689
DNAJA1,GO:0070325,P31689
DNAJA1,GO:0001671,P31689
DNAJA1,GO:0050750,P31689
DNAJA2,GO:0051082,O60884
DNAJA2,GO:0031072,O60884
DNAJA2,GO:0051087,O60884
DNAJA2,GO:0060590,O60884
DNAJA2,GO:0001671,O60884
DNAJA3,GO:0051082,Q96EY1
DNAJA3,GO:0031072,Q96EY1
DNAJB1,GO:0050839,P25685
DNAJB1,GO:0045296,P25685
DNAJB1,GO:0051082,P25685
DNAJB1,GO:0031072,P25685
DNAJB1,GO:0051087,P25685
DNAJB1,GO:0060590,P25685
DNAJB1,GO:0044183,P25685
DNAJB1,GO:0001671,P25685
DNAJB11,GO:0051082,Q9UBS4
DNAJB11,GO:0051787,Q9UBS4
DNAJB12,GO:0031072,Q9NXW2
DNAJB13,GO:0051082,P59910
DNAJB13,GO:0051087,P59910
DNAJB14,GO:0031072,Q8TBM8
DNAJB2,GO:0051082,P25686
DNAJB2,GO:0031072,P25686
DNAJB2,GO:0032182,P25686
DNAJB2,GO:0051087,P25686
DNAJB2,GO:0043130,P25686
DNAJB2,GO:0060590,P25686
DNAJB2,GO:0001671,P25686
DNAJB4,GO:0051082,Q9UDY4
DNAJB4,GO:0051087,Q9UDY4
DNAJB4,GO:0060590,Q9UDY4
DNAJB4,GO:0001671,Q9UDY4
DNAJB5,GO:0051082,O75953
DNAJB5,GO:0051087,O75953
DNAJB6,GO:0051082,O75190
DNAJB6,GO:0031072,O75190
DNAJB6,GO:0051087,O75190
DNAJB6,GO:0060590,O75190
DNAJB6,GO:0001671,O75190
DNAJB9,GO:0031072,Q9UBS3
DNAJB9,GO:0051087,Q9UBS3
DNAJB9,GO:0051787,Q9UBS3
DNAJC1,GO:0051087,Q96KC8
DNAJC1,GO:0060590,Q96KC8
DNAJC1,GO:0001671,Q96KC8
DNAJC10,GO:0031072,Q8N4C5
DNAJC10,GO:0051087,Q8N4C5
DNAJC10,GO:0060590,Q8N4C5
DNAJC10,GO:0051787,Q8N4C5
DNAJC10,GO:0001671,Q8N4C5
DNAJC19,GO:0060590,Q96DA6
DNAJC19,GO:0001671,Q96DA6
DNAJC21,GO:0003723,Q5F1R6
DNAJC3,GO:0051087,Q13217
DNAJC3,GO:0051787,Q13217
DNAJC7,GO:0031072,Q99615
DNAJC8,GO:0031072,O75937
DNAJC9,GO:0031072,Q8WXX5
DNM1,GO:0003723,H7C5U0
DNM1L,GO:0044389,O00429
DNM1L,GO:0031625,O00429
DNM1L,GO:0031267,O00429
DNTTIP2,GO:0003723,Q5QJE6
DOCK4,GO:0031267,Q8N1I0
DOCK4,GO:0030971,Q8N1I0
DOCK7,GO:0031267,Q96N67
DOCK9,GO:0050839,Q9BZ29
DOCK9,GO:0045296,Q9BZ29
DOK2,GO:0060090,O60496
DOK2,GO:0030674,O60496
DOK2,GO:0030971,O60496
DOK2,GO:0035591,O60496
DOK2,GO:0005068,O60496
DPP4,GO:0002020,P27487
DRAP1,GO:0001098,E9PNC7
DRAP1,GO:0001099,E9PNC7
DRAP1,GO:0001047,E9PNC7
DRAP1,GO:0001046,E9PNC7
DRAP1,GO:0001091,E9PNC7
DRG2,GO:0003723,P55039
DROSHA,GO:0003723,Q9NRR4
DROSHA,GO:0003725,Q9NRR4
DROSHA,GO:0046332,Q9NRR4
DROSHA,GO:0016891,Q9NRR4
DSP,GO:0003723,Q4LE79
DSP,GO:0005080,Q4LE79
DST,GO:0050839,Q03001
DST,GO:0008022,Q03001
DTX1,GO:0044389,Q86Y01
DTX1,GO:0031625,Q86Y01
DUS2,GO:0003723,Q9NX74
DUS2,GO:0003725,Q9NX74
DUSP11,GO:0003723,O75319
DUSP14,GO:0003723,O95147
DUSP3,GO:0030971,K7ES89
DUT,GO:0003723,P33316
