Gene,GO,UniProt
NUP107,GO:0017056,P57740
NUP133,GO:0017056,Q8WUM0
NUP153,GO:0005048,P49790
NUP153,GO:0017056,P49790
NUP153,GO:0008139,P49790
NUP155,GO:0017056,E9PF10
NUP160,GO:0017056,Q12769
NUP188,GO:0017056,Q5SRE5
NUP205,GO:0017056,Q92621
NUP214,GO:0140104,P35658
NUP214,GO:0005048,P35658
NUP214,GO:0140142,P35658
NUP214,GO:0017056,P35658
NUP214,GO:0008139,P35658
NUP35,GO:0003697,Q8NFH5
NUP35,GO:0017056,Q8NFH5
NUP54,GO:0017056,Q7Z3B4
NUP62,GO:0031072,P37198
NUP62,GO:0032182,P37198
NUP62,GO:0043130,P37198
NUP62,GO:0051879,P37198
NUP62,GO:0032947,P37198
NUP62,GO:0019894,P37198
NUP62,GO:0030159,P37198
NUP62,GO:0017056,P37198
NUP62CL,GO:0017056,Q9H1M0
NUP85,GO:0017056,Q9BW27
NUP88,GO:0017056,Q99567
NUP93,GO:0017056,Q8N1F7
NUP98,GO:0003723,P52948
NUP98,GO:0003729,P52948
NUP98,GO:0005048,P52948
NUP98,GO:0017056,P52948
NUP98,GO:0008139,P52948
NUSAP1,GO:0003723,Q9BXS6
NUTF2,GO:0031267,P61970
NUTF2,GO:0140104,P61970
NUTF2,GO:0140142,P61970
NUTF2,GO:0017056,P61970
NUTF2,GO:0061608,P61970
NVL,GO:0003723,O15381
NVL,GO:0043021,O15381
NXF1,GO:0003723,Q9UBU9
NXF1,GO:0003729,Q9UBU9
OAS1,GO:0003723,P00973
OAS1,GO:0003725,P00973
OAS3,GO:0003723,Q9Y6K5
OAS3,GO:0003725,Q9Y6K5
OBSCN,GO:0050839,A6NGQ3
OBSCN,GO:0005547,A6NGQ3
OBSL1,GO:0060090,O75147
OBSL1,GO:0030674,O75147
OCRL,GO:0031267,Q01968
OFD1,GO:0043015,O75665
OGG1,GO:0003684,O15527
OGT,GO:0005547,O15294
OLA1,GO:0050839,Q9NTK5
OLA1,GO:0045296,Q9NTK5
OLA1,GO:0043021,Q9NTK5
OLA1,GO:0043022,Q9NTK5
OPTN,GO:0060090,Q96CV9
OPTN,GO:0008022,Q96CV9
OPTN,GO:0031267,Q96CV9
OPTN,GO:0030674,Q96CV9
ORC1,GO:0003688,Q13415
ORC2,GO:0003688,Q13416
ORC3,GO:0003688,Q9UBD5
ORC4,GO:0003688,O43929
OS9,GO:0002020,Q13438
OTUB1,GO:0044389,Q96FW1
OTUB1,GO:0031625,Q96FW1
OTUB1,GO:0032182,Q96FW1
OTUB1,GO:0043130,Q96FW1
OTUD4,GO:0003723,Q01804
OTUD4,GO:0060090,Q01804
OTX2,GO:0031369,P32243
OXA1L,GO:0043021,Q15070
OXA1L,GO:0043022,Q15070
OXA1L,GO:0008565,Q15070
P4HB,GO:0003723,P07237
P4HB,GO:0050839,P07237
PA2G4,GO:0003723,Q9UQ80
PA2G4,GO:0044389,Q9UQ80
PA2G4,GO:0031625,Q9UQ80
PABPC1,GO:0003723,P11940
PABPC1,GO:0003729,P11940
PABPC1,GO:0008022,P11940
PABPC1,GO:0003727,P11940
PABPC1,GO:0070717,P11940
PABPC1,GO:0008143,P11940
PABPC1L2A,GO:0003723,Q5JQF8
PABPC3,GO:0003723,Q9H361
PABPC3,GO:0003729,Q9H361
PABPC3,GO:0003727,Q9H361
PABPC3,GO:0070717,Q9H361
PABPC3,GO:0008143,Q9H361
PABPC4,GO:0003723,Q13310
PABPC4,GO:0003729,Q13310
PABPC4,GO:0003727,Q13310
PABPC4,GO:0070717,Q13310
PABPC4,GO:0008143,Q13310
PABPC5,GO:0003723,Q5JQF3
PABPC5,GO:0003729,Q5JQF3
PABPC5,GO:0003727,Q5JQF3
PABPC5,GO:0070717,Q5JQF3
PABPC5,GO:0008143,Q5JQF3
PABPN1,GO:0003723,G3V4T2
PABPN1,GO:0070063,G3V4T2
PACSIN2,GO:0050839,Q9UNF0
PACSIN2,GO:0045296,Q9UNF0
PAF1,GO:0001098,Q8N7H5
PAF1,GO:0001099,Q8N7H5
PAF1,GO:0070063,Q8N7H5
PAF1,GO:0000993,Q8N7H5
PAICS,GO:0050839,P22234
PAICS,GO:0045296,P22234
PAIP1,GO:0003723,Q9H074
PAIP2,GO:0003723,Q9BPZ3
PAIP2,GO:0003729,Q9BPZ3
PAK1,GO:0031267,Q13153
PAK2,GO:0050839,Q13177
PAK2,GO:0045296,Q13177
PAK2,GO:0031267,Q13177
PAK4,GO:0050839,O96013
PAK4,GO:0045296,O96013
PAK4,GO:0098641,O96013
PAPOLA,GO:0003723,P51003
PARD3,GO:0019903,Q8TEW0
PARD3,GO:0005547,Q8TEW0
PARD6A,GO:0031267,Q9NPB6
PARD6A,GO:0005080,Q9NPB6
PARD6B,GO:0005080,Q9BYG5
PARD6G,GO:0005080,Q9BYG4
PARK7,GO:0003723,K7EN27
PARK7,GO:0050839,K7EN27
PARK7,GO:0045296,K7EN27
PARK7,GO:0003729,K7EN27
PARK7,GO:0002020,K7EN27
PARK7,GO:0140104,K7EN27
PARK7,GO:1990381,K7EN27
PARN,GO:0003723,O95453
PARN,GO:0003729,O95453
PARP1,GO:0003723,P09874
PARP1,GO:0047485,P09874
PARP1,GO:0046332,P09874
PATZ1,GO:0044389,Q9HBE1
PATZ1,GO:0031625,Q9HBE1
PAX6,GO:0046332,E5LBD7
PBK,GO:0004712,Q96KB5
PCBP1,GO:0003723,Q53SS8
PCBP1,GO:0050839,Q53SS8
PCBP1,GO:0045296,Q53SS8
PCBP1,GO:0003729,Q53SS8
PCBP1,GO:0003697,Q53SS8
PCBP2,GO:0003723,H3BRU6
PCBP2,GO:0044389,H3BRU6
PCBP2,GO:0031625,H3BRU6
PCBP2,GO:0003729,H3BRU6
PCBP2,GO:0003697,H3BRU6
PCF11,GO:0003723,O94913
PCF11,GO:0003729,O94913
PCF11,GO:0001098,O94913
PCF11,GO:0001099,O94913
PCF11,GO:0070063,O94913
PCF11,GO:0000993,O94913
PCIF1,GO:0051219,Q9H4Z3
PCIF1,GO:0045309,Q9H4Z3
PCIF1,GO:0001098,Q9H4Z3
PCIF1,GO:0001099,Q9H4Z3
PCIF1,GO:0070063,Q9H4Z3
PCIF1,GO:0000993,Q9H4Z3
PCMT1,GO:0050839,P22061
PCMT1,GO:0045296,P22061
PCNA,GO:0008022,Q6FI35
PCNA,GO:0003684,Q6FI35
PCNA,GO:0030971,Q6FI35
PCNA,GO:0070182,Q6FI35
PCNT,GO:0060090,O95613
PCOLCE,GO:0016504,Q15113
PCOLCE2,GO:0016504,Q9UKZ9
PDAP1,GO:0003723,Q13442
PDCD11,GO:0003723,Q14690
PDCD6,GO:0060090,O75340
PDCD6,GO:0030674,O75340
PDE4DIP,GO:0060090,Q5VU43
PDGFRB,GO:0004713,P09619
PDIA3,GO:0003723,P30101
PDIA4,GO:0003723,P13667
PDLIM1,GO:0050839,O00151
PDLIM1,GO:0045296,O00151
PDLIM1,GO:0098641,O00151
PDLIM4,GO:0019903,P50479
PDLIM5,GO:0050839,Q96HC4
PDLIM5,GO:0045296,Q96HC4
PDLIM5,GO:0047485,Q96HC4
PDLIM5,GO:0005080,Q96HC4
PDLIM5,GO:0098641,Q96HC4
PDPK1,GO:0005158,O15530
PDXDC1,GO:0050839,Q6P996
PDXDC1,GO:0045296,Q6P996
PDXP,GO:0031072,Q96GD0
PDZD3,GO:0008022,Q86UT5
PDZD3,GO:0002020,Q86UT5
PDZD3,GO:1990381,Q86UT5
PEBP1,GO:0003723,P30086
PEF1,GO:0003723,Q9UBV8
PEF1,GO:0060090,Q9UBV8
PEF1,GO:0030674,Q9UBV8
PEG10,GO:0003723,Q86TG7
PELP1,GO:0003723,Q8IZL8
PES1,GO:0003723,O00541
PES1,GO:0043021,O00541
PEX1,GO:0008022,O43933
PEX14,GO:0047485,O75381
PEX19,GO:0047485,P40855
PEX19,GO:0005048,P40855
PEX3,GO:0060090,P56589
PEX3,GO:0030674,P56589
PEX5,GO:0031267,P50542
PEX5,GO:0047485,P50542
PEX5,GO:0005048,P50542
PEX6,GO:0008022,Q13608
PFDN1,GO:0051082,O60925
PFDN1,GO:0044183,O60925
PFDN2,GO:0051082,Q9UHV9
PFDN2,GO:0044183,Q9UHV9
PFKM,GO:0008022,P08237
PFKP,GO:0050839,Q01813
PFKP,GO:0045296,Q01813
PFN1,GO:0003723,P07737
PFN1,GO:0050839,P07737
PFN1,GO:0045296,P07737
PFN1,GO:0051219,P07737
PFN1,GO:0045309,P07737
PFN1,GO:0001784,P07737
PFN1,GO:0060590,P07737
PFN1,GO:0070064,P07737
PFN1,GO:0000774,P07737
PGK1,GO:0043531,P00558
PHACTR4,GO:0019903,Q8IZ21
PHACTR4,GO:0072542,Q8IZ21
PHAX,GO:0003723,Q9H814
PHB2,GO:0008022,Q99623
PHB2,GO:0047485,Q99623
PHF1,GO:0001224,E9PQZ5
PHF5A,GO:0003723,Q7RTV0
PHF6,GO:0003723,Q8IWS0
PHF6,GO:0043021,Q8IWS0
PHF6,GO:0051219,Q8IWS0
PHLDB2,GO:0050839,Q86SQ0
PHLDB2,GO:0045296,Q86SQ0
PHRF1,GO:0070063,Q9P1Y6
PI4KA,GO:0050839,P42356
PI4KA,GO:0045296,P42356
PI4KB,GO:0071889,Q9UBF8
PIAS1,GO:0044389,O75925
PIAS1,GO:0031625,O75925
PIAS1,GO:0008022,O75925
PIAS1,GO:0019789,O75925
PIAS2,GO:0044389,O75928
PIAS2,GO:0031625,O75928
PIAS2,GO:0019789,O75928
PIAS3,GO:0008022,Q9Y6X2
PIAS3,GO:0047485,Q9Y6X2
PIAS3,GO:0019789,Q9Y6X2
PIAS4,GO:0044389,Q8N2W9
PIAS4,GO:0031625,Q8N2W9
PIAS4,GO:0008022,Q8N2W9
PIAS4,GO:0019789,Q8N2W9
PICALM,GO:0050839,Q13492
PICALM,GO:0045296,Q13492
PICALM,GO:0031267,Q13492
PICALM,GO:0048156,Q13492
PICALM,GO:0070325,Q13492
PICALM,GO:0050750,Q13492
PICK1,GO:0008022,Q9NRD5
PICK1,GO:0005080,Q9NRD5
PIH1D1,GO:0051219,Q9NWS0
PIH1D1,GO:0001047,Q9NWS0
PIH1D1,GO:0001046,Q9NWS0
PIK3CG,GO:0046875,P48736
PIK3R1,GO:0060090,P27986
PIK3R1,GO:0030674,P27986
PIK3R1,GO:0019903,P27986
PIK3R1,GO:0051219,P27986
PIK3R1,GO:0030971,P27986
PIK3R1,GO:0045309,P27986
PIK3R1,GO:0001784,P27986
PIK3R1,GO:0035591,P27986
PIK3R1,GO:0005158,P27986
PIK3R1,GO:0005068,P27986
PIK3R2,GO:0019903,O00459
PIK3R2,GO:0051219,O00459
PIK3R2,GO:0030971,O00459
PIK3R2,GO:0045309,O00459
PIK3R2,GO:0001784,O00459
PIK3R3,GO:0051219,Q92569
PIK3R3,GO:0045309,Q92569
PIK3R3,GO:0001784,Q92569
PIM1,GO:0043021,P11309
PIM1,GO:0043024,P11309
PIN1,GO:0051219,Q13526
PIN1,GO:0045309,Q13526
PIN1,GO:0048156,Q13526
PIN4,GO:0003723,D6RFY5
PINX1,GO:0003723,Q96BK5
PITPNM3,GO:0030971,Q9BZ71
PKD2,GO:0051219,Q13563
PKM,GO:0003723,H3BN34
PKM,GO:0050839,H3BN34
PKM,GO:0045296,H3BN34
PKM,GO:0003729,H3BN34
PKM,GO:0043531,H3BN34
PKN2,GO:0003723,Q16513
PKN2,GO:0050839,Q16513
PKN2,GO:0045296,Q16513
PKN2,GO:0070063,Q16513
PKN2,GO:0009931,Q16513
PKN2,GO:0004697,Q16513
PKN2,GO:0004698,Q16513
PKP1,GO:0050839,Q13835
PKP1,GO:0045296,Q13835
PKP2,GO:0050839,Q99959
PKP2,GO:0045296,Q99959
PKP2,GO:0060090,Q99959
PKP2,GO:0005080,Q99959
PKP3,GO:0050839,H0YEY5
PKP3,GO:0045296,H0YEY5
PKP3,GO:0098641,H0YEY5
PLAA,GO:0032182,Q9Y263
PLAA,GO:0043130,Q9Y263
PLAT,GO:0051219,P00750
PLCB3,GO:0050839,Q01970
PLCB3,GO:0045296,Q01970
PLCE1,GO:0031267,Q9P212
PLCG1,GO:0030971,P19174
PLCG2,GO:0051219,P16885
PLCG2,GO:0045309,P16885
PLCG2,GO:0001784,P16885
PLEC,GO:0003723,Q15149
PLEC,GO:0050839,Q15149
PLEC,GO:0045296,Q15149
PLEKHB2,GO:0005547,Q96CS7
PLG,GO:0051087,P00747
PLIN3,GO:0050839,O60664
PLIN3,GO:0045296,O60664
PLK3,GO:0002039,Q9H4B4
PMEPA1,GO:0046332,Q969W9
PML,GO:0044389,P29590
PML,GO:0031625,P29590
PML,GO:0032182,P29590
PML,GO:0046332,P29590
PML,GO:0032183,P29590
PMS2,GO:0003697,P54278
PNKP,GO:0003684,Q96T60
PNN,GO:0003723,Q9H307
POLA1,GO:0003697,P09884
POLA1,GO:0051539,P09884
POLA1,GO:0003688,P09884
POLB,GO:0003684,P06746
POLD1,GO:0003684,P28340
POLD1,GO:0051539,P28340
POLD3,GO:0060090,Q15054
POLD3,GO:0030674,Q15054
POLE,GO:0051539,Q07864
POLH,GO:0003684,Q9Y253
POLI,GO:0003684,Q9UNA4
POLR2A,GO:0003723,P24928
POLR2A,GO:0044389,P24928
POLR2A,GO:0031625,P24928
POLR2A,GO:0008022,P24928
POLR2B,GO:0003723,P30876
POLR2D,GO:0003723,O15514
POLR2D,GO:0003697,O15514
POLR2D,GO:0003727,O15514
POLR2D,GO:0031369,O15514
POLR2G,GO:0003723,P62487
POLR2G,GO:0003697,P62487
POLR2G,GO:0003727,P62487
POLR2G,GO:0031369,P62487
POLR2H,GO:0003697,P52434
POLRMT,GO:0003723,O00411
POM121,GO:0005048,Q96HA1
POM121,GO:0017056,Q96HA1
POM121,GO:0008139,Q96HA1
POP1,GO:0003723,Q99575
POP1,GO:0016891,Q99575
POP4,GO:0003723,O95707
POP4,GO:0016891,O95707
POP5,GO:0003723,Q969H6
POP5,GO:0016891,Q969H6
POP7,GO:0003723,O75817
POP7,GO:0016891,O75817
POU2F1,GO:0001047,P14859
POU2F1,GO:0001046,P14859
POU5F1,GO:0003723,Q01860
POU5F1,GO:0044389,Q01860
POU5F1,GO:0031625,Q01860
POU5F1,GO:0061980,Q01860
POU5F1,GO:0035198,Q01860
PPAN,GO:0003723,Q9NQ55
PPAN,GO:0019843,Q9NQ55
PPARD,GO:0051059,Q03181
PPARG,GO:0008022,P37231
PPARG,GO:0019903,P37231
PPARGC1A,GO:0003723,Q9UBK2
PPARGC1A,GO:0044389,Q9UBK2
PPARGC1A,GO:0031625,Q9UBK2
PPARGC1A,GO:0030374,Q9UBK2
PPFIBP1,GO:0050839,Q86W92
PPFIBP1,GO:0045296,Q86W92
PPIA,GO:0003723,P62937
PPIA,GO:0050839,P62937
PPIA,GO:0051082,P62937
PPIB,GO:0003723,P23284
PPIB,GO:0051082,P23284
PPIB,GO:0070063,P23284
PPIE,GO:0003723,Q9UNP9
PPIE,GO:0003729,Q9UNP9
PPIE,GO:0003727,Q9UNP9
PPIE,GO:0070717,Q9UNP9
PPIE,GO:0008143,Q9UNP9
PPIG,GO:0003723,Q13427
PPIH,GO:0043021,O43447
PPIL4,GO:0003723,Q8WUA2
PPL,GO:0050839,O60437
PPL,GO:0045296,O60437
PPM1A,GO:0046332,P35813
PPME1,GO:0050839,Q9Y570
PPME1,GO:0045296,Q9Y570
PPME1,GO:0019903,Q9Y570
PPP1CA,GO:0050839,P62136
PPP1CA,GO:0045296,P62136
PPP1CA,GO:0043021,P62136
PPP1CA,GO:0019903,P62136
PPP1CA,GO:0098641,P62136
PPP1CC,GO:0003723,P36873
PPP1CC,GO:0008022,P36873
PPP1CC,GO:0019903,P36873
PPP1CC,GO:0047485,P36873
PPP1R10,GO:0003723,Q96QC0
PPP1R12A,GO:0071889,O14974
PPP1R13B,GO:0002039,Q96KQ4
PPP1R13L,GO:0050839,Q8WUF5
PPP1R13L,GO:0045296,Q8WUF5
PPP1R15A,GO:0019903,O75807
PPP1R15A,GO:0072542,O75807
PPP1R16B,GO:0019903,Q96T49
PPP1R3B,GO:0019903,Q86XI6
PPP1R3D,GO:0019903,O95685
PPP1R3E,GO:0019903,Q9H7J1
PPP1R8,GO:0003723,Q12972
PPP1R8,GO:0003729,Q12972
PPP1R9B,GO:0008022,Q96SB3
PPP1R9B,GO:0019903,Q96SB3
PPP2CA,GO:0008022,P67775
PPP2CA,GO:0048156,P67775
PPP2CB,GO:0008022,P62714
PPP2CB,GO:0048156,P62714
PPP2R2A,GO:0019903,P63151
PPP2R2A,GO:0048156,P63151
PPP2R5A,GO:0072542,Q15172
PPP2R5B,GO:0072542,Q15173
PPP2R5C,GO:0072542,Q13362
PPP2R5E,GO:0072542,Q16537
PPP4R2,GO:0060090,Q9NY27
PPP4R2,GO:0030674,Q9NY27
PPP5C,GO:0003723,A0A024R0Q7
PPP5C,GO:0031072,A0A024R0Q7
PPP5C,GO:0048156,A0A024R0Q7
PPP5C,GO:0051879,A0A024R0Q7
PPP5C,GO:0043531,A0A024R0Q7
PPP6R1,GO:0031267,Q9UPN7
PPP6R1,GO:0019903,Q9UPN7
PPP6R2,GO:0019903,O75170
PPP6R3,GO:0019903,Q5H9R7
PPRC1,GO:0003723,Q5VV67
PPRC1,GO:0030374,Q5VV67
PQBP1,GO:0043021,O60828
PRC1,GO:0019894,O43663
PRDX1,GO:0003723,A0A0A0MSI0
PRDX1,GO:0050839,A0A0A0MSI0
PRDX1,GO:0045296,A0A0A0MSI0
PRDX3,GO:0008022,P30048
PRDX6,GO:0050839,P30041
PRDX6,GO:0045296,P30041
PRDX6,GO:0044389,P30041
PRDX6,GO:0031625,P30041
PRIM2,GO:0051539,P49643
PRKAA1,GO:0008022,Q13131
PRKAA1,GO:0048156,Q13131
PRKAA1,GO:0035173,Q13131
PRKAA2,GO:0004712,P54646
PRKAA2,GO:0035173,P54646
PRKACA,GO:0044389,P17612
PRKACA,GO:0031625,P17612
PRKACA,GO:0004712,P17612
PRKACB,GO:0044389,P22694
PRKACB,GO:0031625,P22694
PRKAG1,GO:0043531,P54619
PRKAR1A,GO:0044389,P10644
PRKAR1A,GO:0031625,P10644
PRKAR2A,GO:0044389,P13861
PRKAR2A,GO:0031625,P13861
PRKAR2B,GO:0044389,P31323
PRKAR2B,GO:0031625,P31323
PRKCA,GO:0050839,P17252
PRKCA,GO:0009931,P17252
PRKCA,GO:0004697,P17252
PRKCA,GO:0004698,P17252
PRKCA,GO:0035173,P17252
PRKCB,GO:0030374,P05771
PRKCB,GO:0005080,P05771
PRKCB,GO:0009931,P05771
PRKCB,GO:0004697,P05771
PRKCB,GO:0004698,P05771
PRKCB,GO:0035173,P05771
PRKCD,GO:0004713,Q05655
PRKCD,GO:0004715,Q05655
PRKCD,GO:0009931,Q05655
PRKCD,GO:0004697,Q05655
PRKCD,GO:0004698,Q05655
PRKCE,GO:0071889,Q02156
PRKCE,GO:0009931,Q02156
PRKCE,GO:0004697,Q02156
PRKCE,GO:0004698,Q02156
PRKCG,GO:0004712,P05129
PRKCG,GO:0009931,P05129
PRKCG,GO:0004697,P05129
PRKCG,GO:0004698,P05129
PRKCH,GO:0009931,P24723
PRKCH,GO:0004697,P24723
PRKCH,GO:0004698,P24723
PRKCI,GO:0009931,P41743
PRKCI,GO:0004697,P41743
PRKCI,GO:0004698,P41743
PRKCQ,GO:0009931,Q04759
PRKCQ,GO:0004697,Q04759
PRKCQ,GO:0004698,Q04759
PRKCSH,GO:0051219,P14314
PRKCSH,GO:0005080,P14314
PRKCZ,GO:0071889,Q05513
PRKCZ,GO:0009931,Q05513
PRKCZ,GO:0004697,Q05513
PRKCZ,GO:0004698,Q05513
PRKD1,GO:0009931,Q15139
PRKD1,GO:0004697,Q15139
PRKD1,GO:0004698,Q15139
PRKD2,GO:0005080,Q9BZL6
PRKD2,GO:0009931,Q9BZL6
PRKD2,GO:0004697,Q9BZL6
PRKD2,GO:0004698,Q9BZL6
PRKD3,GO:0009931,O94806
PRKD3,GO:0004697,O94806
PRKD3,GO:0004698,O94806
PRKDC,GO:0003723,P78527
PRKDC,GO:0030515,P78527
PRKRA,GO:0003723,O75569
PRKRA,GO:0003725,O75569
PRMT1,GO:0003723,Q99873
PRMT2,GO:0046966,P55345
PRMT3,GO:0043021,O60678
PRMT3,GO:0043022,O60678
PRMT5,GO:0043021,O14744
PRMT5,GO:0002039,O14744
PROM1,GO:0050839,O43490
PROM1,GO:0045296,O43490
PRPF3,GO:0003723,O43395
PRPF31,GO:0003723,E7EVX8
PRPF31,GO:0043021,E7EVX8
PRPF31,GO:0017069,E7EVX8
PRPF38A,GO:0003723,Q8NAV1
PRPF38B,GO:0003723,Q5VTL8
PRPF4,GO:0003723,O43172
PRPF4,GO:0017069,O43172
PRPF4,GO:0017070,O43172
PRPF40A,GO:0003723,O75400
PRPF40B,GO:0003723,Q6NWY9
PRPF4B,GO:0003723,Q13523
PRPF6,GO:0003723,O94906
PRPF6,GO:0043021,O94906
PRPF8,GO:0003723,Q6P2Q9
PRPF8,GO:0017069,Q6P2Q9
PRPF8,GO:0036002,Q6P2Q9
PRPF8,GO:0017070,Q6P2Q9
PRPS2,GO:0043531,P11908
PRR3,GO:0003723,P79522
PRRC2A,GO:0003723,P48634
PRRC2B,GO:0003723,Q5JSZ5
PRRC2C,GO:0003723,Q9Y520
PRRC2C,GO:0008022,Q9Y520
PSAP,GO:0002020,P07602
PSEN1,GO:0050839,P49768
PSEN1,GO:0045296,P49768
PSIP1,GO:0003723,O75475
PSMA1,GO:0003723,F5GX11
PSMA3,GO:0044389,P25788
PSMA3,GO:0031625,P25788
PSMA6,GO:0003723,P60900
PSMA6,GO:0051059,P60900
PSMB6,GO:0050839,A0A087X2I4
PSMB6,GO:0045296,A0A087X2I4
PSMC1,GO:0003723,Q53XL8
PSMC6,GO:0060090,P62333
PSMC6,GO:0030674,P62333
PSMD1,GO:0044389,Q99460
PSMD1,GO:0031625,Q99460
PSMD14,GO:0016504,O00487
PSMD4,GO:0003723,P55036
PSMD9,GO:0043425,O00233
PSME1,GO:0016504,Q06323
PSME2,GO:0016504,Q9UL46
PSME3,GO:0002039,P61289
PSME3,GO:0016504,P61289
PSME4,GO:0016504,Q14997
PSMG1,GO:0060090,O95456
PSMG2,GO:0060090,Q969U7
PSPC1,GO:0003723,Q8WXF1
PTBP1,GO:0003723,P26599
PTBP1,GO:0003729,P26599
PTBP1,GO:0003727,P26599
PTBP1,GO:0036002,P26599
PTBP2,GO:0003723,Q9UKA9
PTBP2,GO:0003729,Q9UKA9
PTBP3,GO:0003723,O95758
PTBP3,GO:0003729,O95758
PTCD1,GO:0003723,O75127
PTCD3,GO:0003723,Q96EY7
PTCD3,GO:0043021,Q96EY7
PTCD3,GO:0019843,Q96EY7
PTCD3,GO:0043024,Q96EY7
PTEN,GO:0002020,P60484
PTEN,GO:1990381,P60484
PTGES3,GO:0051082,A0A087WYT3
PTGES3,GO:0031072,A0A087WYT3
PTGES3,GO:0051087,A0A087WYT3
PTGES3,GO:0051879,A0A087WYT3
PTGES3,GO:0070182,A0A087WYT3
PTH,GO:0047485,P01270
PTK2,GO:0050839,Q05397
PTK2,GO:0019903,Q05397
PTK2,GO:0004713,Q05397
PTK2,GO:0004715,Q05397
PTK2B,GO:0044389,Q14289
PTK2B,GO:0031625,Q14289
PTK2B,GO:0008022,Q14289
PTK2B,GO:0004713,Q14289
PTK2B,GO:0004715,Q14289
PTK6,GO:0004713,Q13882
PTK6,GO:0004715,Q13882
PTK7,GO:0050839,Q13308
PTPN1,GO:0003723,P18031
PTPN1,GO:0050839,P18031
PTPN1,GO:0045296,P18031
PTPN1,GO:0019903,P18031
PTPN1,GO:0030971,P18031
PTPN1,GO:0046875,P18031
PTPN1,GO:0005158,P18031
PTPN11,GO:0050839,Q06124
PTPN11,GO:0045296,Q06124
PTPN11,GO:0051219,Q06124
PTPN11,GO:0030971,Q06124
PTPN11,GO:0045309,Q06124
PTPN11,GO:0001784,Q06124
PTPN11,GO:0032947,Q06124
PTPN11,GO:0030159,Q06124
PTPN11,GO:0005158,Q06124
PTPN14,GO:0030971,Q15678
PTPN2,GO:0050839,P17706
PTPN2,GO:0030971,P17706
PTPN3,GO:0051219,P26045
PTPN3,GO:0045309,P26045
PTPN3,GO:0001784,P26045
PTPN6,GO:0050839,P29350
PTPN6,GO:0051219,P29350
PTPN6,GO:0045309,P29350
PTPN6,GO:0001784,P29350
PTPRF,GO:0050839,P10586
PTPRJ,GO:0050839,Q12913
PTPRJ,GO:0045296,Q12913
PTPRM,GO:0050839,P28827
PTPRM,GO:0045296,P28827
PTRH1,GO:0003723,Q86Y79
PTTG1IP,GO:0002039,P53801
PUF60,GO:0003723,Q9UHX1
PUF60,GO:0050839,Q9UHX1
PUF60,GO:0045296,Q9UHX1
PUM1,GO:0003723,Q14671
PUM1,GO:0003729,Q14671
PUM1,GO:0061980,Q14671
PUM1,GO:0035198,Q14671
PUM2,GO:0003723,Q8TB72
PUM2,GO:0003729,Q8TB72
PUM2,GO:0061980,Q8TB72
PUM2,GO:0035198,Q8TB72
PURA,GO:0003723,Q00577
PURA,GO:0003697,Q00577
PURA,GO:0046332,Q00577
PURB,GO:0003723,Q96QR8
PURB,GO:0003729,Q96QR8
PURB,GO:0003697,Q96QR8
PURB,GO:0046332,Q96QR8
PUS7,GO:0003723,H0Y863
PUSL1,GO:0003723,Q8N0Z8
PVR,GO:0050839,P15151
PWP2,GO:0003723,Q15269
PXN,GO:0019903,P49023
PXN,GO:0017166,P49023
PYCARD,GO:0002020,Q9ULZ3
PYCARD,GO:0016504,Q9ULZ3
PYHIN1,GO:0044389,Q6K0P9
PYHIN1,GO:0031625,Q6K0P9
PZP,GO:0002020,P20742
QKI,GO:0003723,Q96PU8
QKI,GO:0003729,Q96PU8
R3HDM1,GO:0003723,Q15032
RAB10,GO:0050839,P61026
RAB10,GO:0045296,P61026
RAB10,GO:0098641,P61026
RAB11B,GO:0050839,Q15907
RAB11B,GO:0045296,Q15907
RAB11FIP3,GO:0031267,O75154
RAB11FIP4,GO:0031267,Q86YS3
RAB11FIP5,GO:0043015,Q9BXF6
RAB1A,GO:0050839,P62820
RAB1A,GO:0045296,P62820
RAB34,GO:0031267,Q9BZG1
RAB3A,GO:0008022,P20336
RAB3A,GO:0060590,P20336
RAB3A,GO:0001671,P20336
RAB3GAP1,GO:0031267,Q15042
RAB4A,GO:0060590,P20338
RAB4A,GO:0001671,P20338
RAB8A,GO:0031267,P61006
RABAC1,GO:0008022,Q9UI14
RABAC1,GO:0070064,Q9UI14
RABGAP1,GO:0031267,Q9Y3P9
RABGAP1L,GO:0031267,B7ZAP0
RABGEF1,GO:0031267,Q9UJ41
RACGAP1,GO:0005547,Q9H0H5
RACGAP1,GO:0043015,Q9H0H5
RAD1,GO:0003684,O60671
RAD17,GO:0008094,A0A0G2JPT5
RAD18,GO:0044389,A0A024R2I7
RAD18,GO:0031625,A0A024R2I7
RAD18,GO:0003697,A0A024R2I7
RAD18,GO:0003684,A0A024R2I7
RAD23A,GO:0002020,P54725
RAD23A,GO:0003697,P54725
RAD23A,GO:0032182,P54725
RAD23A,GO:0043130,P54725
RAD23A,GO:0003684,P54725
RAD23A,GO:1990381,P54725
RAD23B,GO:0003697,P54727
RAD23B,GO:0032182,P54727
RAD23B,GO:0043130,P54727
RAD23B,GO:0003684,P54727
RAD50,GO:0060090,Q92878
RAD50,GO:0004386,Q92878
RAD50,GO:0030674,Q92878
RAD50,GO:0003697,Q92878
RAD50,GO:0003678,Q92878
RAD51,GO:0008022,Q06609
RAD51,GO:0004386,Q06609
RAD51,GO:0003697,Q06609
